variable,line_num,filename,call_trace,line
m,314,./pencil-code/src/density_methods.f90,rhs_cpu -> rhs_cpu -> boundconds_z -> bc_ss_flux -> getderlnrho_z,"do m=1,size(f,2)"
n,317,./pencil-code/src/density_methods.f90,rhs_cpu -> rhs_cpu -> boundconds_z -> bc_ss_flux -> getderlnrho_z,n=n_save; m=m_save
m,317,./pencil-code/src/density_methods.f90,rhs_cpu -> rhs_cpu -> boundconds_z -> bc_ss_flux -> getderlnrho_z,n=n_save; m=m_save
cs2top,3536,./pencil-code/src/eos_idealgas.f90,rhs_cpu -> rhs_cpu -> boundconds_z -> bc_ss_temp_z,"if (lread_oldsnap)  cs2top=cs20*exp(gamma*f(l2,m2,n2,iss)/cp+gamma_m1*(f(l2,m2,n2,ilnrho)-lnrho0))"
mpoly,3877,./pencil-code/src/eos_idealgas.f90,rhs_cpu -> rhs_cpu -> boundconds_z -> bc_ss_temp3_z,allocate(mpoly); mpoly=impossible
n,4591,./pencil-code/src/eos_idealgas.f90,rhs_cpu -> rhs_cpu -> boundconds_z -> bc_lnrho_hds_z_iso,n = n1+i
m,4592,./pencil-code/src/eos_idealgas.f90,rhs_cpu -> rhs_cpu -> boundconds_z -> bc_lnrho_hds_z_iso,"do m = m1,m2"
n,4686,./pencil-code/src/eos_idealgas.f90,rhs_cpu -> rhs_cpu -> boundconds_z -> bc_lnrho_hds_z_iso,n = n2-i
m,4687,./pencil-code/src/eos_idealgas.f90,rhs_cpu -> rhs_cpu -> boundconds_z -> bc_lnrho_hds_z_iso,"do m = m1,m2"
m,7457,./pencil-code/src/boundcond.f90,rhs_cpu -> rhs_cpu -> boundconds_z -> bc_copy_z_noinflow,"do l=1,size(f,1); do m=1,size(f,2)"
m,7468,./pencil-code/src/boundcond.f90,rhs_cpu -> rhs_cpu -> boundconds_z -> bc_copy_z_noinflow,"do l=1,size(f,1); do m=1,size(f,2)"
phiavg_profile,2802,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_all_pencils -> calc_phiavg_profile,"phiavg_profile(ir,:) = exp(-0.5*((p%rcyl_mn-r0)/width)**4)"
nu_tdep,1457,./pencil-code/src/viscosity.f90,rhs_cpu -> rhs_cpu -> calc_all_pencils -> calc_pencils_viscosity,"nu_tdep=nu*max(real(t-nu_tdep_toffset)/nu_tdep_t0,1.)**nu_tdep_exponent"
nu_tdep,1459,./pencil-code/src/viscosity.f90,rhs_cpu -> rhs_cpu -> calc_all_pencils -> calc_pencils_viscosity,"nu_tdep=nu*max(real(t-nu_tdep_toffset),nu_tdep_t0)**nu_tdep_exponent"
pnu,1507,./pencil-code/src/viscosity.f90,rhs_cpu -> rhs_cpu -> calc_all_pencils -> calc_pencils_viscosity,"pnu = nu + (nu*(nu_jump-1.))*(step(tmp3,xnu ,widthnu) - step(tmp3,xnu2,widthnu))"
pnu,1537,./pencil-code/src/viscosity.f90,rhs_cpu -> rhs_cpu -> calc_all_pencils -> calc_pencils_viscosity,pnu = nu*(p%rcyl_mn/xnu)**(-pnlaw)
pnu,1555,./pencil-code/src/viscosity.f90,rhs_cpu -> rhs_cpu -> calc_all_pencils -> calc_pencils_viscosity,pnu = nu*(p%r_mn/xnu)**(-pnlaw)
pnu,1598,./pencil-code/src/viscosity.f90,rhs_cpu -> rhs_cpu -> calc_all_pencils -> calc_pencils_viscosity,pnu  = nu + (nu*(nu_jump-1.))*prof+(nu*(nu_jump2-1.))*prof2
pnu,1631,./pencil-code/src/viscosity.f90,rhs_cpu -> rhs_cpu -> calc_all_pencils -> calc_pencils_viscosity,pnu  = nu + (nu*(nu_jump-1.))*prof
pnu,1649,./pencil-code/src/viscosity.f90,rhs_cpu -> rhs_cpu -> calc_all_pencils -> calc_pencils_viscosity,pnu=PrM_turb*etat_x*etat_y(m)*etat_z(n)
pnu,1666,./pencil-code/src/viscosity.f90,rhs_cpu -> rhs_cpu -> calc_all_pencils -> calc_pencils_viscosity,"pnu = nu + (nu*(nu_jump-1.))*step(p%z_mn,znu,-widthnu)"
advec2_hypermesh,1871,./pencil-code/src/viscosity.f90,rhs_cpu -> rhs_cpu -> calc_all_pencils -> calc_pencils_viscosity,advec2_hypermesh=advec2_hypermesh+advec_hypermesh_uu**2
advec2_hypermesh,1899,./pencil-code/src/viscosity.f90,rhs_cpu -> rhs_cpu -> calc_all_pencils -> calc_pencils_viscosity,advec2_hypermesh=advec2_hypermesh+advec_hypermesh_uu**2
advec2_hypermesh,1929,./pencil-code/src/viscosity.f90,rhs_cpu -> rhs_cpu -> calc_all_pencils -> calc_pencils_viscosity,advec2_hypermesh=advec2_hypermesh+advec_hypermesh_uu**2
ix,7558,./pencil-code/src/sub.f90,rhs_cpu -> rhs_cpu -> calc_all_pencils -> calc_pencils_viscosity -> calc_slope_diff_flux,"do ix=1,nx"
ix,7575,./pencil-code/src/sub.f90,rhs_cpu -> rhs_cpu -> calc_all_pencils -> calc_pencils_viscosity -> calc_slope_diff_flux,"do ix=1,nx"
ix,7593,./pencil-code/src/sub.f90,rhs_cpu -> rhs_cpu -> calc_all_pencils -> calc_pencils_viscosity -> calc_slope_diff_flux,"do ix=1,nx"
ix,7627,./pencil-code/src/sub.f90,rhs_cpu -> rhs_cpu -> calc_all_pencils -> calc_pencils_viscosity -> calc_slope_diff_flux,"do ix=1,nx"
fname,1711,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_all_pencils -> calc_pencils_viscosity -> max_mn_name,fname(iname)=maxval(a)
fname,1713,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_all_pencils -> calc_pencils_viscosity -> max_mn_name,"fname(iname)=max(fname(iname),maxval(a))"
itype_name,1719,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_all_pencils -> calc_pencils_viscosity -> max_mn_name,itype_name(iname)=ilabel_max_sqrt
itype_name,1721,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_all_pencils -> calc_pencils_viscosity -> max_mn_name,itype_name(iname)=ilabel_max_dt
itype_name,1723,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_all_pencils -> calc_pencils_viscosity -> max_mn_name,itype_name(iname)=ilabel_max_neg
itype_name,1725,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_all_pencils -> calc_pencils_viscosity -> max_mn_name,itype_name(iname)=ilabel_max_reciprocal
itype_name,1727,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_all_pencils -> calc_pencils_viscosity -> max_mn_name,itype_name(iname)=ilabel_max
n,719,./pencil-code/src/equ.f90,rhs_cpu -> rhs_cpu -> calc_modules,n=nn(imn)
m,720,./pencil-code/src/equ.f90,rhs_cpu -> rhs_cpu -> calc_modules,m=mm(imn)
lfirstpoint,721,./pencil-code/src/equ.f90,rhs_cpu -> rhs_cpu -> calc_modules,lfirstpoint=(imn==1)
llastpoint,722,./pencil-code/src/equ.f90,rhs_cpu -> rhs_cpu -> calc_modules,llastpoint=(imn==nyz)
lcoarse_mn,723,./pencil-code/src/equ.f90,rhs_cpu -> rhs_cpu -> calc_modules,lcoarse_mn=lcoarse.and.mexts(1)<=m.and.m<=mexts(2)
lcoarse_mn,725,./pencil-code/src/equ.f90,rhs_cpu -> rhs_cpu -> calc_modules,"lcoarse_mn=lcoarse_mn.and.ninds(0,m,n)>0"
advec_cs2,729,./pencil-code/src/equ.f90,rhs_cpu -> rhs_cpu -> calc_modules,advec_cs2=0.0
maxadvec,730,./pencil-code/src/equ.f90,rhs_cpu -> rhs_cpu -> calc_modules,maxadvec=0.
advec2,731,./pencil-code/src/equ.f90,rhs_cpu -> rhs_cpu -> calc_modules,if (lenergy.or.ldensity.or.lmagnetic.or.lradiation.or.lneutralvelocity.or.lcosmicray.or.  (ltestfield_z.and.iuutest>0))  advec2=0.
advec2_hypermesh,732,./pencil-code/src/equ.f90,rhs_cpu -> rhs_cpu -> calc_modules,if (ldensity.or.lviscosity.or.lmagnetic.or.lenergy)  advec2_hypermesh=0.0
maxdiffus,733,./pencil-code/src/equ.f90,rhs_cpu -> rhs_cpu -> calc_modules,maxdiffus=0.
maxdiffus2,734,./pencil-code/src/equ.f90,rhs_cpu -> rhs_cpu -> calc_modules,maxdiffus2=0.
maxdiffus3,735,./pencil-code/src/equ.f90,rhs_cpu -> rhs_cpu -> calc_modules,maxdiffus3=0.
maxsrc,736,./pencil-code/src/equ.f90,rhs_cpu -> rhs_cpu -> calc_modules,maxsrc=0.
Fmax,3660,./pencil-code/src/hydro.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt,Fmax=tini
advec_uu,3820,./pencil-code/src/hydro.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt,"advec_uu=max(abs(p%uu(:,1))*dline_1(:,1), abs(p%uu(:,2))*dline_1(:,2), abs(p%uu(:,3))*dline_1(:,3))"
advec_uu,3823,./pencil-code/src/hydro.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt,"advec_uu=sum(abs(p%uu_advec)*dline_1,2)"
advec_uu,3825,./pencil-code/src/hydro.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt,"advec_uu=sum(abs(p%uu)*dline_1,2)"
advec_uu,3837,./pencil-code/src/hydro.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt,if (dimensionality<3) advec_uu=sqrt(p%u2*dxyz_2)
maxadvec,3841,./pencil-code/src/hydro.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt,maxadvec=maxadvec+advec_uu
dt1_max,3928,./pencil-code/src/hydro.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt,"dt1_max=max(dt1_max,ftot/(cdt_tauf*ulev))"
Fmax,3929,./pencil-code/src/hydro.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt,"Fmax=max(Fmax,ftot/ulev)"
maxdiffus,2613,./pencil-code/src/viscosity.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_viscous_force,"maxdiffus=max(maxdiffus,diffus_nu)"
maxdiffus2,2614,./pencil-code/src/viscosity.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_viscous_force,"maxdiffus2=max(maxdiffus2,diffus_nu2)"
maxdiffus3,2615,./pencil-code/src/viscosity.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_viscous_force,"maxdiffus3=max(maxdiffus3,diffus_nu3)"
itype_name,2201,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_viscous_force -> integrate_mn_name,itype_name(iname)=ilabel_integrate
fnamez,2239,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_viscous_force -> xysum_mn_name_z -> xysum_mn_name_z_npar,"if (lfirstpoint) fnamez(:,:,iname)=0.0"
fnamez,2249,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_viscous_force -> xysum_mn_name_z -> xysum_mn_name_z_npar,"fnamez(nl,ipz+1,iname)=fnamez(nl,ipz+1,iname)+  x(isum)*a(isum-nghost)"
fnamez,2254,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_viscous_force -> xysum_mn_name_z -> xysum_mn_name_z_npar,"fnamez(nl,ipz+1,iname)=fnamez(nl,ipz+1,iname)+  a(isum-nghost)"
fnamex,2351,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_viscous_force -> yzsum_mn_name_x -> yzsum_mn_name_x_mpar,"if (lfirstpoint) fnamex(:,:,iname)=0.0"
fnamex,2356,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_viscous_force -> yzsum_mn_name_x -> yzsum_mn_name_x_mpar,"fnamex(:,ipx+1,iname)=fnamex(:,ipx+1,iname)+x(l1:l2)**2*sinth(m)*a"
fnamex,2358,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_viscous_force -> yzsum_mn_name_x -> yzsum_mn_name_x_mpar,"fnamex(:,ipx+1,iname)=fnamex(:,ipx+1,iname)+x(l1:l2)*a"
fnamex,2360,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_viscous_force -> yzsum_mn_name_x -> yzsum_mn_name_x_mpar,"fnamex(:,ipx+1,iname)=fnamex(:,ipx+1,iname)+a"
fnamerz,2833,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_viscous_force -> phisum_mn_name_rz,"if (lfirstpoint) fnamerz(:,:,:,iname) = 0."
fnamerz,2840,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_viscous_force -> phisum_mn_name_rz,"fnamerz(ir,n_nghost,ipz+1,iname)  = fnamerz(ir,n_nghost,ipz+1,iname) + sum(a*phiavg_profile(ir,:))"
fnamerz,2849,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_viscous_force -> phisum_mn_name_rz,"fnamerz(ir,0,ipz+1,iname)  = fnamerz(ir,0,ipz+1,iname) + sum(1.*phiavg_profile(ir,:))"
fnamexz,2541,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_diagnostics_hydro -> calc_2d_diagnostics_hydro -> ysum_mn_name_xz -> ysum_mn_name_xz_npar,"if (lfirstpoint) fnamexz(:,:,iname)=0."
fnamexz,2548,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_diagnostics_hydro -> calc_2d_diagnostics_hydro -> ysum_mn_name_xz -> ysum_mn_name_xz_npar,"fnamexz(:,nl,iname) = fnamexz(:,nl,iname)+a*x(l1:l2)"
fnamexz,2550,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_diagnostics_hydro -> calc_2d_diagnostics_hydro -> ysum_mn_name_xz -> ysum_mn_name_xz_npar,"fnamexz(:,nl,iname) = fnamexz(:,nl,iname)+a"
fnamey,2296,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_diagnostics_hydro -> calc_1d_diagnostics_hydro -> xzsum_mn_name_y -> xzsum_mn_name_y_mpar,"if (lfirstpoint) fnamey(:,:,iname)=0.0"
fnamey,2307,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_diagnostics_hydro -> calc_1d_diagnostics_hydro -> xzsum_mn_name_y -> xzsum_mn_name_y_mpar,"fnamey(ml,ipy+1,iname)=fnamey(ml,ipy+1,iname)+  x(isum)*sinth(m)*a(isum-nghost)"
fnamey,2312,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_diagnostics_hydro -> calc_1d_diagnostics_hydro -> xzsum_mn_name_y -> xzsum_mn_name_y_mpar,"fnamey(ml,ipy+1,iname)=fnamey(ml,ipy+1,iname)+  a(isum-nghost)"
fnamer,2485,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_diagnostics_hydro -> calc_1d_diagnostics_hydro -> phizsum_mn_name_r,"if (lfirstpoint) fnamer(:,iname)=0."
fnamer,2486,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_diagnostics_hydro -> calc_1d_diagnostics_hydro -> phizsum_mn_name_r,"if (lfirstpoint.and.iname==nnamer) fnamer(:,iname+1)=0."
fnamer,2489,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_diagnostics_hydro -> calc_1d_diagnostics_hydro -> phizsum_mn_name_r,"fnamer(ir,iname) = fnamer(ir,iname) + sum(a*phiavg_profile(ir,:))"
fnamer,2503,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_diagnostics_hydro -> calc_1d_diagnostics_hydro -> phizsum_mn_name_r,"fnamer(ir,iname+1)=  fnamer(ir,iname+1) + sum(1.*phiavg_profile(ir,:))*nz"
fname,3986,./pencil-code/src/hydro.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_diagnostics_hydro -> calc_0d_diagnostics_hydro,"fname(idiag_urmsn)=fname_half(idiag_urmsh,1)"
fname,3987,./pencil-code/src/hydro.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_diagnostics_hydro -> calc_0d_diagnostics_hydro,"fname(idiag_urmss)=fname_half(idiag_urmsh,2)"
itype_name,3988,./pencil-code/src/hydro.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_diagnostics_hydro -> calc_0d_diagnostics_hydro,itype_name(idiag_urmsn)=ilabel_sum_sqrt
itype_name,3989,./pencil-code/src/hydro.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_diagnostics_hydro -> calc_0d_diagnostics_hydro,itype_name(idiag_urmss)=ilabel_sum_sqrt
fname,4183,./pencil-code/src/hydro.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_diagnostics_hydro -> calc_0d_diagnostics_hydro,"fname(idiag_oumn)=fname_half(idiag_oumh,1)"
fname,4184,./pencil-code/src/hydro.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_diagnostics_hydro -> calc_0d_diagnostics_hydro,"fname(idiag_oums)=fname_half(idiag_oumh,2)"
itype_name,4185,./pencil-code/src/hydro.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_diagnostics_hydro -> calc_0d_diagnostics_hydro,itype_name(idiag_oumn)=ilabel_sum
itype_name,4186,./pencil-code/src/hydro.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_diagnostics_hydro -> calc_0d_diagnostics_hydro,itype_name(idiag_oums)=ilabel_sum
fname,4192,./pencil-code/src/hydro.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_diagnostics_hydro -> calc_0d_diagnostics_hydro,"fname(idiag_ormsn)=fname_half(idiag_ormsh,1)"
fname,4193,./pencil-code/src/hydro.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_diagnostics_hydro -> calc_0d_diagnostics_hydro,"fname(idiag_ormss)=fname_half(idiag_ormsh,2)"
itype_name,4194,./pencil-code/src/hydro.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_diagnostics_hydro -> calc_0d_diagnostics_hydro,itype_name(idiag_ormsn)=ilabel_sum_sqrt
itype_name,4195,./pencil-code/src/hydro.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_diagnostics_hydro -> calc_0d_diagnostics_hydro,itype_name(idiag_ormss)=ilabel_sum_sqrt
fname,4347,./pencil-code/src/hydro.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_diagnostics_hydro -> calc_0d_diagnostics_hydro,if (lroot) fname(idiag_nshift)=fname(idiag_nshift)*dt
fname,2087,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_diagnostics_hydro -> calc_0d_diagnostics_hydro -> sum_lim_mn_name,fname(iname) = 0.
fname,2090,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_diagnostics_hydro -> calc_0d_diagnostics_hydro -> sum_lim_mn_name,fname(iname)=fname(iname)+  x(isum)*x(isum)*sinth(m)*aux(isum-nghost)*dv
fname,2093,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_diagnostics_hydro -> calc_0d_diagnostics_hydro -> sum_lim_mn_name,fname(iname)=sum(aux)*dv
fname,2099,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_diagnostics_hydro -> calc_0d_diagnostics_hydro -> sum_lim_mn_name,fname(iname)=fname(iname)+  x(isum)*x(isum)*sinth(isum)*aux(isum-nghost)*dv
fname,2102,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_diagnostics_hydro -> calc_0d_diagnostics_hydro -> sum_lim_mn_name,fname(iname)=fname(iname)+sum(aux)*dv
itype_name,2106,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_diagnostics_hydro -> calc_0d_diagnostics_hydro -> sum_lim_mn_name,itype_name(iname)=ilabel_sum_lim
fname,1547,./pencil-code/src/diagnostics.f90,rhs_cpu -> rhs_cpu -> calc_modules -> duu_dt -> calc_diagnostics_hydro -> calc_0d_diagnostics_hydro -> save_name,if (iname/=0) fname(iname)=a
diffus_diffrho,2644,./pencil-code/src/density.f90,rhs_cpu -> rhs_cpu -> calc_modules -> dlnrho_dt,diffus_diffrho=0.; diffus_diffrho3=0.
diffus_diffrho3,2644,./pencil-code/src/density.f90,rhs_cpu -> rhs_cpu -> calc_modules -> dlnrho_dt,diffus_diffrho=0.; diffus_diffrho3=0.
diffus_diffrho,2659,./pencil-code/src/density.f90,rhs_cpu -> rhs_cpu -> calc_modules -> dlnrho_dt,if (ldt_up) diffus_diffrho=diffus_diffrho+diffrho
diffus_diffrho,2673,./pencil-code/src/density.f90,rhs_cpu -> rhs_cpu -> calc_modules -> dlnrho_dt,if (lfirst.and.ldt) diffus_diffrho=diffus_diffrho+diffrho
diffus_diffrho,2702,./pencil-code/src/density.f90,rhs_cpu -> rhs_cpu -> calc_modules -> dlnrho_dt,if (ldt_up) diffus_diffrho=diffus_diffrho+diffrho_shock*p%shock
